Type,Title,Location,Bedrooms,Bathrooms,Space,Price
Duplex,Own a duplex upper n Hyde park semi finished,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3 bedrooms,3 bathrooms,266 sqm,"4,000,000 EGP"
Apartment,lake view residence apartment262sqm semi finished,"Lake View Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3 bedrooms,3 bathrooms,262 sqm,"4,850,000 EGP"
Apartment,lake view residence apartment 204sqm semi finished,"Lake View Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3 bedrooms,3 bathrooms,204 sqm,"4,600,000 EGP"
Villa,standalone for sale in moon valley1 prime location,"Moon Valley, South Investors Area, New Cairo City, Cairo",6 bedrooms,5 bathrooms,678 sqm,"10,500,000 EGP"
Apartment,157M Fully Finished Prime location stone residence,"Stone Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3 bedrooms,3 bathrooms,175 sqm,"2,400,000 EGP"
Duplex,Duplex with garden for sale in eastown 234 sqm,"Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3 bedrooms,3 bathrooms,234 sqm,"7,000,000 EGP"
Apartment,Apartment for sale in Eastown 210 m semi finished,"Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3 bedrooms,4 bathrooms,210 sqm,"4,400,000 EGP"
Duplex,Own a duplex 250 sqm in Hyde park semi finished,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4 bedrooms,3 bathrooms,250 sqm,"4,200,000 EGP"
Duplex,Own Your Duplex garden 200m in Hyde park with inst,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3 bedrooms,4 bathrooms,200 sqm,"4,750,000 EGP"
Duplex,Own duplex garden 278 m in Hyde park semi finished,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3 bedrooms,3 bathrooms,278 sqm,"5,500,000 EGP"
Duplex,Own a duplex with garden Hyde park semi finished,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4 bedrooms,4 bathrooms,274 sqm,"6,250,000 EGP"
Hotel Apartment,Fully Finished | Hotel Apartment | Zed west,"Zed Towers, Sheikh Zayed Compounds, Sheikh Zayed City, Giza",3 bedrooms,3 bathrooms,162 sqm,"8,440,000 EGP"
Villa,A Real Deal Standalone Sodic Under Market Price,"Sodic East, 6th District, New Heliopolis, Cairo",3 bedrooms,4 bathrooms,251 sqm,"9,120,660 EGP"
Apartment,Immediate receipt of the first phase of an apartment for sale in Al-Khamayel compound,"Al Khamayel city, Sheikh Zayed Compounds, Sheikh Zayed City, Giza",2 bedrooms,2 bathrooms,150 sqm,Ask for price
Apartment,Your apartment is 248m on the corner of the panorama in El Shorouk City Club district,"El Nady District, Shorouk City, Cairo",3 bedrooms,3 bathrooms,248 sqm,"1,934,400 EGP"
Chalet,"For a more refreshing and fun life, receive your unit on the sea in Fantasia Ras Sidr","Holiday Fantasia, Ras Sedr, South Sainai",1 bedroom,1 bathroom,59 sqm,"201,000 EGP"
Apartment,Ground floor apartment with the lowest DP and the longest payment period in De Joya 2,"De Joya, New Capital Compounds, New Capital City, Cairo",3 bedrooms,3 bathrooms,172 sqm,"2,813,000 EGP"
Chalet,"Chalet for sale in Ain Sokhna, with a simple down payment and convenient installments","Ein Hills, Al Ain Al Sokhna, Suez",Studio,1 bathroom,42 sqm,"360,000 EGP"
Chalet,Get Chalet 2 Bedroom Fully Finished In Cali North Coast By Installment over 8 years,"Cali Coast, Ras Al Hekma, North Coast",2 bedrooms,1 bathroom,75 sqm,"1,939,000 EGP"
Townhouse,Finished Villa with kitchen in New Cairo with monthly installment 29K Rest over on 8Y,"Bloomfields, Mostakbal City Compounds, Mostakbal City - Future City, Cairo",3 bedrooms,4 bathrooms,218 sqm,"3,528,000 EGP"
Apartment,Apartment 3 Bedrooms With Discount 10% And Installments Over 10 years In New Capital,"R7, New Capital City, Cairo",3 bedrooms,3 bathrooms,160 sqm,"1,555,000 EGP"
Duplex,"Fully Finished Sky House214m +roof with 5% DP over 8 years, Sodic East, Delivery 2025","Sodic East, 6th District, New Heliopolis, Cairo",4 bedrooms,3 bathrooms,214 sqm,"5,400,000 EGP"
Apartment,Immediate apartment for sale at less than the market price|L'Venir Mostakbal City,"L'avenir, Mostakbal City Compounds, Mostakbal City - Future City, Cairo",3 bedrooms,3 bathrooms,162 sqm,"1,500,000 EGP"
Townhouse,"Fully Finished Garden House 185m with 5% DP over 8 years at Sodic East, Delivery 2025","Sodic East, 6th District, New Heliopolis, Cairo",3 bedrooms,2 bathrooms,185 sqm,"5,200,000 EGP"
Chalet,Chalet with Garden | only 10%DP | Early delivery,"Bo Islands, Sidi Abdel Rahman, North Coast",3 bedrooms,2 bathrooms,120 sqm,"3,500,000 EGP"
Villa,Standalone With prime location for sale in Marassi,"Marassi, Sidi Abdel Rahman, North Coast",5 bedrooms,5 bathrooms,286 sqm,"16,850,000 EGP"
Chalet,chalet f|f with garden|enjoy luxury of Maldives,"Silver Sands, Qesm Marsa Matrouh, North Coast",3 bedrooms,4 bathrooms,138 sqm,"7,000,000 EGP"
Chalet,Chalet for sale in Marassi Marina prime location,"Marassi, Sidi Abdel Rahman, North Coast",1 bedroom,1 bathroom,110 sqm,"5,500,000 EGP"
Apartment,Prime Location view with Greek Design in NEW CAIRO,"Mountain View iCity, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3 bedrooms,3 bathrooms,170 sqm,"1,200,522 EGP"
Apartment,limited speed; Pay 10% and receive your uni,"Stone Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2 bedrooms,2 bathrooms,140 sqm,"240,000 EGP"
Apartment,Immediate receipt of apartment 148 m down payment 289378 and installments over 7 years,"Sarai, Mostakbal City Compounds, Mostakbal City - Future City, Cairo",3 bedrooms,3 bathrooms,148 sqm,"2,242,265 EGP"
Villa,For Sale Finished Villa in Levana UPTOWN EMAAR,"Levana, Uptown Cairo, Mokattam, Cairo",4 bedrooms,4 bathrooms,472 sqm,"19,500,000 EGP"
Villa,Get the home of your dreams with 5% DP over 8 years & Delivery 2023 at The Estates,"The Estates, Sheikh Zayed Compounds, Sheikh Zayed City, Giza",4 bedrooms,3 bathrooms,390 sqm,"12,300,000 EGP"
Apartment,"Apartment for sale 3 rooms, immediate receipt, next to my city, at an attractive price","Madinaty, Cairo",3 bedrooms,2 bathrooms,156 sqm,"360,000 EGP"
Apartment,"With the lowest DP and the longest repayment period, own your apartment in New capital","Midtown Sky, New Capital Compounds, New Capital City, Cairo",1 bedroom,1 bathroom,90 sqm,"810,498 EGP"
Apartment,Immediate receipt of apartment 113 m down payment 229028 and installments over 7 years,"Sarai, Mostakbal City Compounds, Mostakbal City - Future City, Cairo",2 bedrooms,2 bathrooms,113 sqm,"1,774,640 EGP"
Chalet,Own your chalet with plunged pool now in Makadi Heights with installments over 7 years,"Makadi Orascom Resort, Makadi, Hurghada, Red Sea",2 bedrooms,2 bathrooms,96 sqm,"2,748,000 EGP"
Chalet,A unit with a distinctive view of the sea (receive a cash discount) on a private beach,"Mountain View, Ras Al Hekma, North Coast",1 bedroom,1 bathroom,70 sqm,"585,000 EGP"
Villa,"Large modern villa 782m at The Estates with 5% Downpayment Over 8 years, Delivery 2023","The Estates, Sheikh Zayed Compounds, Sheikh Zayed City, Giza",4 bedrooms,4 bathrooms,782 sqm,"29,000,000 EGP"
Chalet,"In the Greek style, receive your chalet immediately with Roof in Moussa Coast Ras Sidr","Mousa Coast, Ras Sedr, South Sainai",1 bedroom,1 bathroom,60 sqm,"100,000 EGP"
Chalet,"With a special discount for cash 126 m, roof view to the sea, finished in installments","Hacienda West, Sidi Abdel Rahman, North Coast",2 bedrooms,2 bathrooms,126 sqm,"506,000 EGP"
Apartment,apartment fully finished | swan lake Hassan Allam,"Swan Lake Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3 bedrooms,4 bathrooms,155 sqm,"6,100,000 EGP"
Hotel Apartment,Lagoon View Hotel Studio 15% Dp / 8 Yrs. GOOD DEAL,"Bianchi, Sidi Abdel Rahman, North Coast",Studio,1 bathroom,50 sqm,"1,930,000 EGP"
Villa,Villa| Victoria|Furnished |Planted Garden,"Marassi, Sidi Abdel Rahman, North Coast",5 bedrooms,5 bathrooms,600 sqm,"22,500,000 EGP"
Apartment,Own your tourist unit in the largest projects of the North Coast | 5% down payment only,"North Edge Towers, New Alamein City, North Coast",3 bedrooms,3 bathrooms,182 sqm,"8,400,000 EGP"
Apartment,Receive your apartment 160 m2 with a discount of cash or a 9-year installment in Lagoon,"Mountain View iCity, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3 bedrooms,3 bathrooms,160 sqm,"984,000 EGP"
Apartment,Book Now Your Apartment In The New Capital Compounds With Housing and Development Bank,"R7, New Capital City, Cairo",3 bedrooms,2 bathrooms,136 sqm,"1,468,800 EGP"
Chalet,125 m direct to the sea with a discount of a snapshot of cash with a premium of 8 years,"Mountain View, Ras Al Hekma, North Coast",3 bedrooms,2 bathrooms,125 sqm,"315,000 EGP"
Townhouse,"Fully Finished Garden House 200m Karmell Sodic Zayed, 5% DP over 8 years, Delivery 2026","Karmell, New Zayed City, Sheikh Zayed City, Giza",3 bedrooms,3 bathrooms,200 sqm,"5,800,000 EGP"
Apartment,Unique apartment in Al Alamein Towers | Lagoon and sea view | Finished | 5% downpayment,"The Gate Towers, New Alamein City, North Coast",3 bedrooms,3 bathrooms,136 sqm,"7,499,999 EGP"
Duplex,Own a duplex with a down payment of 15% and installments over 10 years without payments,"Botanica, New Capital Compounds, New Capital City, Cairo",4 bedrooms,5 bathrooms,358 sqm,"4,439,320 EGP"
Penthouse,Amazing Penthouse In Marassi Emaar North Coast,"Marassi, Sidi Abdel Rahman, North Coast",3 bedrooms,3 bathrooms,207 sqm,"7,850,000 EGP"
Villa,delivery now villa with15%down payment over 5years,"Al Patio 5 East, El Patio, El Shorouk Compounds, Shorouk City, Cairo",4 bedrooms,4 bathrooms,269 sqm,"6,600,000 EGP"
Twin House,PK2.LOWEST PRICE PRIME LOCATION..BIGGEST LAND,"Palm Hills Katameya Extension, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4 bathrooms,390 sqm,,"7,498,000 EGP"
Apartment,apartment with installments over 9 years,"Mountain View iCity, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2 bedrooms,2 bathrooms,115 sqm,"818,700 EGP"
Villa,Villa 165 in Stella Heights ready to move,"Stella Heights, Al Alamein, North Coast",3 bedrooms,3 bathrooms,165 sqm,"3,500,000 EGP"
Apartment,"Apartment for sale 175m in New Cairo in Hyde Park, New Cairo, with a down payment of 10%","Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3 bedrooms,2 bathrooms,175 sqm,"4,000,000 EGP"
Villa,"Standalone Prime Villa, Fully finished at O West, only 5% DP over 8 years, Delivery 2026","O West, 6 October Compounds, 6 October City, Giza",4 bedrooms,4 bathrooms,399 sqm,"14,600,000 EGP"
Townhouse,Fully finished townhouse at with installments up to 8 years prime location in Belle Vie,"Belle Vie, New Zayed City, Sheikh Zayed City, Giza",4 bedrooms,4 bathrooms,200 sqm,"6,800,000 EGP"
Villa,"Golden opportunity only with 10% down payment, buy a villa and installments over 8 years","La Vista City, New Capital Compounds, New Capital City, Cairo",5 bedrooms,5 bathrooms,422 sqm,"1,796,000 EGP"
Apartment,By 200k Downpayment And Installments Over 7 years Own Apartment Ready To Move In October,"Sun Capital, Fayoum Desert road, 6 October City, Giza",2 bedrooms,2 bathrooms,103 sqm,"200,000 EGP"
Apartment,With Premium View Own Apartment In Dejoya Compound By Installments Over 120 months Only,"De Joya, New Capital Compounds, New Capital City, Cairo",3 bedrooms,3 bathrooms,156 sqm,"242,700 EGP"
Apartment,Boulevard-Hot price-Installments-Prime location,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2 bedrooms,2 bathrooms,148 sqm,"4,994,000 EGP"
Chalet,Chalet For Sale Ready to move SeaView North Coast,"Ras Al Hekma, North Coast",2 bedrooms,1 bathroom,72 sqm,"1,900,000 EGP"
Chalet,own your sea view chalet in verdi marassi,"Sidi Abdel Rahman, North Coast",3 bedrooms,2 bathrooms,140 sqm,"8,715,000 EGP"
Apartment,own apart. 70 M sea view finished in alamein city,"New Alamein City, North Coast",1 bedroom,1 bathroom,70 sqm,"2,400,000 EGP"
Apartment,Unique Ground Apartment| Ready to move | fully finished | Al Maqsad Residence new capital,"Al Maqsad, New Capital Compounds, New Capital City, Cairo",3 bedrooms,2 bathrooms,189 sqm,"2,400,000 EGP"
Apartment,"Apartment for immediate receipt, ground floor, garden and swimming pool, down payment 10%","Galleria Moon Valley, South Investors Area, New Cairo City, Cairo",3 bedrooms,3 bathrooms,336 sqm,"4,750,000 EGP"
Chalet,Own Fully Finished Chalet In North Coast With Akam El-Rajhy By Installments Over 7 years,"La Vista Bay, La Vista, Qesm Ad Dabaah, North Coast",2 bedrooms,2 bathrooms,98 sqm,"135,000 EGP"
Chalet,Chalet For Sale126m in Amwaj Finished &Furnished,"Amwaj, Al Alamein, North Coast",2 bedrooms,2 bathrooms,126 sqm,"3,500,000 EGP"
Apartment,Unique Ground Apartment| Ready to move | fully finished | Al Maqsad Residence new capital,"Al Maqsad, New Capital Compounds, New Capital City, Cairo",3 bedrooms,2 bathrooms,188 sqm,"2,399,999 EGP"
Chalet,"1.580.000 DP, Sea view Fully Finished Chalet 111m with Air conditions at June North coast","June, Ras Al Hekma, North Coast",2 bedrooms,2 bathrooms,111 sqm,"3,850,000 EGP"
Apartment,Lowest Sale Price Apartment 145m in Lake View,"Lake View Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2 bedrooms,2 bathrooms,145 sqm,Ask for price
Villa,Villa for sale in Sodic Villette semi-finishedview,"Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",6 bedrooms,8 bathrooms,777 sqm,"18,000,000 EGP"
Chalet,With a private beach of 132 m in a garden with a special discount for cash or installments,"Mountain View, Ras Al Hekma, North Coast",3 bedrooms,2 bathrooms,132 sqm,"380,000 EGP"
Apartment,Apartment with down payment of 100 thousand only for immediate sale in Al Maqsad Residence,"Al Maqsad, New Capital Compounds, New Capital City, Cairo",2 bedrooms,2 bathrooms,111 sqm,"1,960,000 EGP"
Apartment,Own Apartment In The End Of The Year In Granda Life Compound By Installments Over 10 years,"Granda Life, El Shorouk Compounds, Shorouk City, Cairo",3 bedrooms,3 bathrooms,155 sqm,"474,000 EGP"
Chalet,Own your unit in the most prestigious locations of Galala with a discount starting from 5%,"Bella Vento Galala, Al Ain Al Sokhna, Suez",3 bedrooms,2 bathrooms,130 sqm,Ask for price
Apartment,Apartment 200 m built in the capital on the university with a 30% discount in installments,"Castle Landmark, New Capital Compounds, New Capital City, Cairo",3 bedrooms,3 bathrooms,200 sqm,"1,838,760 EGP"
Duplex,For Sale a Luxury Upper Duplex with a Special View In West Hills Compound next to New Giza,"West Hills Residence, Ring Road, 6 October City, Giza",3 bedrooms,4 bathrooms,315 sqm,"7,000,000 EGP"
Apartment,By Installments Over 14 years Own And Live In Burouj Compound Fully Finished With Ac's,"Al Burouj Compound, El Shorouk Compounds, Shorouk City, Cairo",2 bedrooms,2 bathrooms,127 sqm,"155,000 EGP"
Villa,Villa finished immediate delivery in Mountain View,"Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",6 bedrooms,6 bathrooms,390 sqm,"5,000,000 EGP"
Apartment,3 bedrooms in zed towers fully finished with ACs.,"Zed Towers, Sheikh Zayed Compounds, Sheikh Zayed City, Giza",3 bedrooms,2 bathrooms,140 sqm,"5,000,000 EGP"
Chalet,3in 1 Chalet Hacienda bay With Roof 112m,"Hacienda Bay, Sidi Abdel Rahman, North Coast",3 bedrooms,4 bathrooms,270 sqm,"4,650,000 EGP"
Chalet,With Installments Over 8 years Own Fully Finished Chalet In Masaya Sidi Abd EL-Rahman Sahel,"Masaya, Sidi Abdel Rahman, North Coast",2 bedrooms,2 bathrooms,115 sqm,"2,415,000 EGP"
Villa,For sale a luxury stand alone villa with swimming pool in Royal City Compound- Sheikh Zayed,"Royal City, Sheikh Zayed Compounds, Sheikh Zayed City, Giza",6 bedrooms,8 bathrooms,650 sqm,"17,000,000 EGP"
Apartment,Your apartment is 220 m behind the Mall of Arabia 30% cash discount or 5 years installments,"Beit Alwatan, 6 October Compounds, 6 October City, Giza",3 bedrooms,3 bathrooms,220 sqm,"990,000 EGP"
Townhouse,"Corner townhouse for sale With installments up to 14 years Al Burouj, El Shorouk Compounds","Al Burouj Compound, El Shorouk Compounds, Shorouk City, Cairo",3 bedrooms,3 bathrooms,220 sqm,"6,450,000 EGP"
Apartment,Apartment for sale in Mountain View Hyde Park,"Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2 bedrooms,2 bathrooms,139 sqm,"2,400,000 EGP"
Apartment,"own an apartment of 164 m at a special discount, in two facades, with a premium of 7 years","Sarai, Mostakbal City Compounds, Mostakbal City - Future City, Cairo",3 bedrooms,3 bathrooms,164 sqm,"326,000 EGP"
Townhouse,"Corner townhouse for sale With installments up to 14 years Al Burouj, El Shorouk Compounds","Al Burouj Compound, El Shorouk Compounds, Shorouk City, Cairo",3 bedrooms,3 bathrooms,200 sqm,"6,050,000 EGP"
Villa,Prime Location Standalone For Sale in Hayah Residence,"Hayah Residence, North Teseen St., The 5th Settlement, New Cairo City, Cairo",4 bedrooms,5 bathrooms,730 sqm,"11,500,000 EGP"
Apartment,townhouse early delivery with 5% DP over 10 years,"Badya Palm Hills, Sheikh Zayed Compounds, Sheikh Zayed City, Giza",4 bedrooms,5 bathrooms,190 sqm,"5,000,000 EGP"
Chalet,Chalets & Villa For Sale l Delivery in 6 Months l,"Romance, Al Ain Al Sokhna, Suez",2 bedrooms,2 bathrooms,,"1,350,000 EGP"
Apartment,With 130K Downpayment And Installments Over 10 years Own Now Apartment In Taj City New Cairo,"Taj City, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2 bedrooms,2 bathrooms,122 sqm,"130,000 EGP"
Chalet,Chalet 3 Bedroom In Agora Sodi Abdelrahman North Coast Ready To Move By Installments 4 years,"Agora, Sidi Abdel Rahman, North Coast",3 bedrooms,2 bathrooms,115 sqm,"1,524,000 EGP"
Apartment,Apartment 3 Bedrooms Ready To Move In Akoya Compound New Cairo By Installments Over 3 years,"Akoya, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3 bedrooms,3 bathrooms,172 sqm,"1,952,052 EGP"
Apartment,Apartment for sale in zayed regency semi finished.,"Zayed Regency, Sheikh Zayed Compounds, Sheikh Zayed City, Giza",3 bedrooms,3 bathrooms,204 sqm,"2,500,000 EGP"
Chalet,Chalet for sale in Mazarine El Alamein on the lagoon fully finished 300 thousand down payment,"Mazarine, New Alamein City, North Coast",4 bedrooms,3 bathrooms,195 sqm,"6,200,000 EGP"
