Type,Title,Location,Bedrooms,Bathrooms,Space,Price
Villa,Finished villa 1st row lake view resale in marina,"Marina 5, Marina, Al Alamein, North Coast",7 bedrooms,8 bathrooms,"1,000 sqm","26,000,000 EGP"
Apartment,apartment 135m 20%DP Beit Watan Fifth Settlement,"Bait Alwatan, The 5th Settlement, New Cairo City, Cairo",3 bedrooms,2 bathrooms,135 sqm,"877,500 EGP"
Duplex,I villa garden for sale in mountain view hyde park,"Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4 bedrooms,4 bathrooms,278 sqm,"4,350,000 EGP"
Villa,Villa For Sale In A Prime Location At Al Burouj,"Al Burouj Compound, El Shorouk Compounds, Shorouk City, Cairo",5 bedrooms,5 bathrooms,435 sqm,"6,039,962 EGP"
Duplex,Duplex 274m for sale in Hyde Park unique location,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3 bedrooms,3 bathrooms,274 sqm,"6,250,000 EGP"
Villa,Standalone for sale at Gardenia Springs New Cairo,"Gardenia Springs, 6 October Compounds, 6 October City, Giza",4 bedrooms,5 bathrooms,450 sqm,"10,500,000 EGP"
iVilla,Villa for sale in Mountain View,"Mountain View iCity, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4 bedrooms,3 bathrooms,225 sqm,"500,000 EGP"
Chalet,Ready to Move Chalet in Marina 2 Marassi,"Marassi, Sidi Abdel Rahman, North Coast",1 bedroom,1 bathroom,70 sqm,"4,700,000 EGP"
Villa,standalone ready to move for sale in new capital,"Al Maqsad, New Capital Compounds, New Capital City, Cairo",5 bedrooms,4 bathrooms,420 sqm,"4,000,000 EGP"
Chalet,Chalet for sale in Hacienda Bay 3 rooms,"Hacienda Bay, Sidi Abdel Rahman, North Coast",3 bedrooms,3 bathrooms,200 sqm,"1,355,000 EGP"
Townhouse,Townhouse massiounete 187m / 3bed / prime location,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3 bedrooms,3 bathrooms,187 sqm,"4,600,000 EGP"
Chalet,direct on lagoon chalet ground floor with Garden,"Makadi Orascom Resort, Makadi, Hurghada, Red Sea",3 bedrooms,3 bathrooms,165 sqm,"3,000,000 EGP"
Villa,very prime Finished villa silver sands10%DP 6yrs,"Silver Sands, Qesm Marsa Matrouh, North Coast",4 bedrooms,6 bathrooms,288 sqm,"1,500,000 EGP"
Villa,very prime Finished villa silver sands10%DP 6yrs,"Silver Sands, Qesm Marsa Matrouh, North Coast",4 bedrooms,6 bathrooms,288 sqm,"1,500,000 EGP"
Penthouse,Penthouse 4 Br + Living Special View on Marina,"Marassi, Sidi Abdel Rahman, North Coast",4 bedrooms,4 bathrooms,390 sqm,"25,000,000 EGP"
Apartment,APT 241M WITH 119M PENTHOUSE|ASTER IN NEW CAIRO,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3 bedrooms,4 bathrooms,241 sqm,"5,900,000 EGP"
Chalet,Ground Floor Chalet LaVista Bay l Fully Finished,"La Vista Bay, La Vista, Qesm Ad Dabaah, North Coast",3 bedrooms,2 bathrooms,150 sqm,"4,500,000 EGP"
Apartment,With 5% down payment and installments over 8 years,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2 bedrooms,2 bathrooms,140 sqm,"137,500 EGP"
Townhouse,Town house for sale Semii finshed at porto october,"Porto October, Green Belt, 6 October City, Giza",3 bedrooms,4 bathrooms,151 sqm,"1,950,000 EGP"
Apartment,APARTMENTS FOR SALE IN DE JOYA NEW CAPITAL,"De Joya, New Capital Compounds, New Capital City, Cairo",3 bedrooms,2 bathrooms,170 sqm,"250,000 EGP"
Duplex,Finished GF Duplex+200m Garden in Westown .,"Westown, Sheikh Zayed Compounds, Sheikh Zayed City, Giza",3 bedrooms,3 bathrooms,235 sqm,"6,000,000 EGP"
Villa,Villette New cairo Stand alone villa Delivered,"Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4 bedrooms,4 bathrooms,600 sqm,"12,000,000 EGP"
Townhouse,Townhouse for sale with 10% DP Palm Hills October,"Palm Hills October, Cairo Alexandria Desert Road, 6 October City, Giza",4 bedrooms,4 bathrooms,184 sqm,"5,250,000 EGP"
Townhouse,loft mini townhouse D Bay| North Coast Al Dabaa,"D Bay, Qesm Marsa Matrouh, North Coast",2 bedrooms,3 bathrooms,95 sqm,"3,850,000 EGP"
Duplex,duplex 200 m 3 bedrooms + 8 years installments,"Sodic East, 6th District, New Heliopolis, Cairo",3 bedrooms,3 bathrooms,200 sqm,"5,000,000 EGP"
Villa,Luxury villa for sale at Vinci 5%downpaayment,"Vinci, New Capital Compounds, New Capital City, Cairo",5 bedrooms,5 bathrooms,254 sqm,"4,400,000 EGP"
Villa,Villa 300M with 8 years Installments for sale,"Palm Hills New Cairo, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4 bedrooms,4 bathrooms,300 sqm,"12,000,000 EGP"
Apartment,"Apartment for Sale in Amberville, New Giza","New Giza, Cairo Alexandria Desert Road, 6 October City, Giza",3 bedrooms,3 bathrooms,232 sqm,"2,459,000 EGP"
Apartment,Apartment for sale redy to move DP 10%,"Galleria Moon Valley, South Investors Area, New Cairo City, Cairo",2 bedrooms,2 bathrooms,125 sqm,"237,000 EGP"
Villa,Villa resale in Palm Hills Katameya Pk1,"Palm Hills Kattameya, El Katameya Compounds, El Katameya, New Cairo City, Cairo",5 bedrooms,5 bathrooms,"1,000 sqm","17,000,000 EGP"
Twin House,twin house for sale beverly hills -prime location,"Beverly Hills, Sheikh Zayed Compounds, Sheikh Zayed City, Giza",3 bedrooms,4 bathrooms,280 sqm,"6,700,000 EGP"
Apartment,Apartment District 5 |Delivered|Prime location,"District 5, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3 bedrooms,3 bathrooms,179 sqm,"3,570,000 EGP"
Twin House,Twin house | For Sale | Stone Park New Cairo,"Stone Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3 bathrooms,281 sqm,,"6,500,000 EGP"
Villa,Standalone Under Market Price Prime Location,"Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",5 bedrooms,5 bathrooms,360 sqm,"13,500,000 EGP"
Chalet,Chalet for sale in Marassi 2 bedrooms north coast,"Marassi, Sidi Abdel Rahman, North Coast",2 bedrooms,2 bathrooms,100 sqm,"2,540,000 EGP"
Twin House,For immigration reason Twin at El Patio3 New Cairo,"Al Patio 3, Ext North Inves Area, New Cairo City, Cairo",4 bedrooms,3 bathrooms,388 sqm,"8,200,000 EGP"
Townhouse,Townhouse 258m with Inst till 2028 /prime location,"District 5, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3 bedrooms,4 bathrooms,258 sqm,"3,358,022 EGP"
iVilla,Ivilla roof for sale in mountain view Hydepark,"Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4 bedrooms,4 bathrooms,236 sqm,"4,700,000 EGP"
Apartment,Studio with Best price in New Cairo -Village gate,"Palm Hills Village Gate, South Investors Area, New Cairo City, Cairo",1 bedroom,1 bathroom,88 sqm,"1,950,000 EGP"
Villa,villas for sale in new capital compounds (ILBosco),"IL Bosco, New Capital Compounds, New Capital City, Cairo",4 bedrooms,3 bathrooms,391 sqm,"14,528,140 EGP"
Villa,Stand alone villa 820m for sale in Sheikh Zayed,"Al Bostan St., 9th District, Sheikh Zayed City, Giza",6 bedrooms,5 bathrooms,820 sqm,"14,500,000 EGP"
Apartment,apartment on the lagoon 2 beds in park view,"Park View, North Investors Area, New Cairo City, Cairo",2 bedrooms,2 bathrooms,141 sqm,"3,500,000 EGP"
Apartment,for sale apartment 188m in eastown with open view,"Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3 bedrooms,3 bathrooms,188 sqm,"3,100,000 EGP"
Apartment,apartment for sale 213m fully finished,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3 bedrooms,3 bathrooms,213 sqm,"6,350,000 EGP"
Apartment,"One Bedroom, Intercontinental District, Hurghada","Intercontinental District, Hurghada, Red Sea",1 bedroom,1 bathroom,65 sqm,"552,500 EGP"
Villa,Own IVilla garden 287 sqm at MVHP Fully finished,"Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4 bedrooms,3 bathrooms,287 sqm,"6,000,000 EGP"
Chalet,Chalet for sale in Mazarine New Alamein City,"Mazarine, New Alamein City, North Coast",2 bedrooms,2 bathrooms,174 sqm,"5,800,000 EGP"
Chalet,chalet for sale in swan lake north coast,"Swan Lake, Qesm Ad Dabaah, North Coast",3 bedrooms,3 bathrooms,224 sqm,"5,663,000 EGP"
Apartment,Apartment for sale - Villette Sky Condos on park,"Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3 bedrooms,3 bathrooms,190 sqm,"5,326,000 EGP"
Chalet,Chalet ground with garden at silver sands under ma,"Silver Sands, Qesm Marsa Matrouh, North Coast",3 bedrooms,3 bathrooms,171 sqm,"2,200,000 EGP"
Apartment,Apartment redy to move view pool,"Galleria Moon Valley, South Investors Area, New Cairo City, Cairo",2 bedrooms,2 bathrooms,130 sqm,"2,500,000 EGP"
Townhouse,TOWNHOUSE CORNER FOR SALE READY TO MOVE PALM HILLS,"Badya Palm Hills, Sheikh Zayed Compounds, Sheikh Zayed City, Giza",3 bedrooms,3 bathrooms,188 sqm,"4,280,000 EGP"
Apartment,Own a Special apartment with 20% DP Kayan Compound,"Kayan, Sheikh Zayed Compounds, Sheikh Zayed City, Giza",3 bedrooms,2 bathrooms,120 sqm,"1,970,640 EGP"
Villa,"Good Opportunity - Villa 170m down payment 225,000","Taj City, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3 bedrooms,3 bathrooms,170 sqm,"4,500,000 EGP"
Chalet,Chalet directly on the sea in La Vista Bay East,"La Vista Bay, La Vista, Qesm Ad Dabaah, North Coast",3 bedrooms,3 bathrooms,150 sqm,"787,000 EGP"
Apartment,apartment for sale 182m with 10% down payment,"La Verde, New Capital Compounds, New Capital City, Cairo",3 bedrooms,3 bathrooms,182 sqm,"2,548,000 EGP"
Villa,Villa first row lagoon with cabana in Swan Lake,"Swan Lake, Qesm Ad Dabaah, North Coast",5 bedrooms,7 bathrooms,800 sqm,"22,600,000 EGP"
Villa,#Villa for sale in M.V Ras elhekma only 10% DP,"Mountain View, Ras Al Hekma, North Coast",4 bedrooms,4 bathrooms,225 sqm,"10,280,888 EGP"
Chalet,Chalet 2 bed overlooking sea in North Coast,"June, Ras Al Hekma, North Coast",2 bedrooms,2 bathrooms,110 sqm,"3,500,000 EGP"
Chalet,lowest prices in north coast by mountain view,"Mountain View, Ras Al Hekma, North Coast",2 bedrooms,2 bathrooms,100 sqm,"2,300,000 EGP"
Apartment,Apartment for sale at shikh zayed fully finshed,"Porto October, Green Belt, 6 October City, Giza",2 bedrooms,1 bathroom,100 sqm,"1,500,000 EGP"
Apartment,APARTMENT READY TO MOVE PAY OVER 10 YEARS IN BADYA,"Badya Palm Hills, Sheikh Zayed Compounds, Sheikh Zayed City, Giza",3 bedrooms,3 bathrooms,172 sqm,"2,900,000 EGP"
Townhouse,Townhouse for sale in Villette,"Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4 bedrooms,5 bathrooms,390 sqm,Ask for price
Townhouse,"Below market price,Ready to move,Greenery view","Al Burouj Compound, El Shorouk Compounds, Shorouk City, Cairo",3 bedrooms,3 bathrooms,167 sqm,"3,600,000 EGP"
Villa,Villa 355m For Sale at HYDE PARK,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",5 bedrooms,4 bathrooms,355 sqm,"1,500,000 EGP"
Apartment,inst 9 years Apartment 225 m in Mountain View,"Mountain View iCity, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3 bedrooms,3 bathrooms,225 sqm,"720,000 EGP"
Townhouse,Town House 219 M in Riva | Lake view |Only 45 % DP,"Marassi, Sidi Abdel Rahman, North Coast",3 bedrooms,3 bathrooms,217 sqm,"13,837,000 EGP"
Villa,Villa Stand Alone for sale in Cairo Festival City,"Cairo Festival City, North Investors Area, New Cairo City, Cairo",5 bedrooms,7 bathrooms,653 sqm,"19,000,000 EGP"
Apartment,For Sale Finished Apartment in Park View Compound,"Park View, North Investors Area, New Cairo City, Cairo",3 bedrooms,2 bathrooms,197 sqm,"4,600,000 EGP"
Villa,Stand Alone 3 Bed Fully Finished Over 6 Years,"Silver Sands, Qesm Marsa Matrouh, North Coast",3 bedrooms,4 bathrooms,208 sqm,"15,000,000 EGP"
Apartment,Apartment with installments Mountain View HydePark,"Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3 bedrooms,3 bathrooms,208 sqm,"1,716,250 EGP"
Villa,Standalone Villa 251 SQM for sale in SODIC east,"Sodic East, 6th District, New Heliopolis, Cairo",3 bedrooms,4 bathrooms,,"8,421,000 EGP"
Chalet,prime location chalet for sale in silver sands,"Silver Sands, Qesm Marsa Matrouh, North Coast",2 bedrooms,2 bathrooms,127 sqm,"5,500,000 EGP"
Penthouse,"Penthouse 221 m for sale in New Cairo, Zed East.","Zed East, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3 bedrooms,3 bathrooms,221 sqm,"8,199,000 EGP"
Apartment,Apartment For sale 180M Fully Finished in AlBurouj,"Al Burouj Compound, El Shorouk Compounds, Shorouk City, Cairo",3 bedrooms,3 bathrooms,180 sqm,"500,000 EGP"
iVilla,IVilla Garden /MountainView HydePark /3 Bedrooms,"Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3 bedrooms,3 bathrooms,278 sqm,"4,500,000 EGP"
Chalet,Chalet for sale 115 m fully finished in Massaya,"Masaya, Sidi Abdel Rahman, North Coast",2 bedrooms,2 bathrooms,115 sqm,"2,415,000 EGP"
Apartment,For sale apt in mountain view hyde park 274 m .,"Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3 bedrooms,2 bathrooms,274 sqm,"3,500,000 EGP"
Chalet,Own chalet sea view in Mountain View Ras Al-Hikma,"Mountain View, Ras Al Hekma, North Coast",3 bedrooms,3 bathrooms,132 sqm,"570,000 EGP"
Apartment,Ready Now | Lowest Price | 2 Bedrooms | 1st Floor,"Sarai, Mostakbal City Compounds, Mostakbal City - Future City, Cairo",2 bedrooms,3 bathrooms,126 sqm,"1,400,000 EGP"
Chalet,Horizon Chalet 4beds Seaview With Cabin Seashell,"Seashell, Al Alamein, North Coast",4 bedrooms,5 bathrooms,440 sqm,"9,500,000 EGP"
Villa,For sale standalone in aprime location in HydePark,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",6 bedrooms,5 bathrooms,460 sqm,"1,500,000 EGP"
Chalet,chalet 1 bedroom ground floor under market price,"Marassi, Sidi Abdel Rahman, North Coast",1 bedroom,1 bathroom,70 sqm,"4,600,000 EGP"
Penthouse,Phase 1 | Clubhouse View | Installments |118m Roof,"Fifth Square, North Investors Area, New Cairo City, Cairo",3 bedrooms,3 bathrooms,187 sqm,"4,052,000 EGP"
Apartment,Apartment for Sale Eastown - New Cairo,"Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3 bedrooms,2 bathrooms,188 sqm,"4,000,000 EGP"
Twin House,Twin house 1st row golf Fully Finished with Pool,"Al Rabwa, Sheikh Zayed Compounds, Sheikh Zayed City, Giza",3 bathrooms,440 sqm,,"9,000,000 EGP"
Chalet,senior chalet 155m + 216m garden 3 master+5 bath,"Hacienda West, Sidi Abdel Rahman, North Coast",3 bedrooms,2 bathrooms,155 sqm,"8,000,000 EGP"
Townhouse,own your ready to move townhouse,"Sodic East, 6th District, New Heliopolis, Cairo",3 bedrooms,3 bathrooms,234 sqm,"5,800,000 EGP"
Chalet,own your finished chalet with 5% over 8 years,"Zed East, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3 bedrooms,3 bathrooms,175 sqm,"7,500,000 EGP"
Chalet,Penthouse|Marassi|Pool view|Fully Furnished,"Marassi, Sidi Abdel Rahman, North Coast",3 bedrooms,3 bathrooms,209 sqm,"7,841,250 EGP"
Townhouse,Town house 3bed with installment in New Cairo,"Sodic East, 6th District, New Heliopolis, Cairo",3 bedrooms,3 bathrooms,234 sqm,"6,109,000 EGP"
Apartment,Apartment 127m2 For sale At Sarai Compound .,"Sarai, Mostakbal City Compounds, Mostakbal City - Future City, Cairo",3 bedrooms,3 bathrooms,127 sqm,"1,278,000 EGP"
Twin House,Twin house gold cliff with attractive down payment,"New Giza, Cairo Alexandria Desert Road, 6 October City, Giza",3 bedrooms,4 bathrooms,400 sqm,"2,225,000 EGP"
Chalet,Sea View Chalet in June Sodic Ras AlHekma 5% DP,"June, Ras Al Hekma, North Coast",3 bedrooms,2 bathrooms,150 sqm,"300,000 EGP"
Villa,Villa for sale with installments in Riva marassi,"Marassi, Sidi Abdel Rahman, North Coast",3 bedrooms,2 bathrooms,320 sqm,"6,985,800 EGP"
Duplex,Duplex For sale in Amwaj North Coast - Phase 1 .,"Amwaj, Al Alamein, North Coast",4 bedrooms,4 bathrooms,180 sqm,"4,200,000 EGP"
Chalet,Luxury chalet ready to move at Hacienda view golf,"Hacienda, North Coast",4 bedrooms,3 bathrooms,201 sqm,"890,000 EGP"
Apartment,Apartment mountain view October Down Payment 10 %,"Mountain View iCity October, 6 October Compounds, 6 October City, Giza",2 bedrooms,2 bathrooms,125 sqm,"2,205,000 EGP"
Chalet,Chalet for sale in Telal 110 SQM - furnished,"Telal Alamein, Sidi Abdel Rahman, North Coast",2 bedrooms,2 bathrooms,110 sqm,"4,500,000 EGP"
Chalet,standalone chalet 3 bedrooms ready to move / INST.,"Fouka Bay, Qesm Marsa Matrouh, North Coast",3 bedrooms,3 bathrooms,190 sqm,"2,560,000 EGP"
Townhouse,امتلك فيلتك بمقدم 570 الف و تقسيط علي 10 سنين,"The brooks, El Katameya Compounds, El Katameya, New Cairo City, Cairo",3 bedrooms,3 bathrooms,193 sqm,"570,000 EGP"
Villa,LV Under Market Price for Sale in Villette 655m,"Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",5 bedrooms,4 bathrooms,444 sqm,"17,500,000 EGP"
Townhouse,town middle 230m-10% dp-over 8 years-la vista city,"La Vista City, New Capital Compounds, New Capital City, Cairo",4 bedrooms,4 bathrooms,230 sqm,"7,510,000 EGP"
Apartment,Apartment 140 m corner for sale in Stone Residence,"Stone Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2 bedrooms,2 bathrooms,140 sqm,"1,350,000 EGP"
Apartment,"Apartment 177m , with 260 DP insta for 9 years","IL Bosco, New Capital Compounds, New Capital City, Cairo",3 bedrooms,3 bathrooms,177 sqm,"260,000 EGP"
Chalet,Direct On Marina Chalet For Sale in Marassi -Emaar,"Marassi, Sidi Abdel Rahman, North Coast",3 bedrooms,3 bathrooms,209 sqm,"14,850,000 EGP"
Apartment,Apartment for sale in park view Hassan Allam,"Park View, North Investors Area, New Cairo City, Cairo",3 bedrooms,2 bathrooms,163 sqm,"3,750,000 EGP"
Apartment,Apartment 184m with 10 Years installments in Badya,"Badya Palm Hills, Sheikh Zayed Compounds, Sheikh Zayed City, Giza",3 bedrooms,3 bathrooms,184 sqm,"3,800,000 EGP"
Apartment,Apartment for sale at Regents Park new cairo 140m.,"Regents Park, Al Andalus District, New Cairo City, Cairo",2 bedrooms,2 bathrooms,140 sqm,"2,500,000 EGP"
Townhouse,Townhouse in Fifth Settlement installments10 years,"The Median Residences, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4 bedrooms,5 bathrooms,230 sqm,"5,600,000 EGP"
Chalet,Chalet with roof fully finished in North Coast,"Cali Coast, Ras Al Hekma, North Coast",2 bedrooms,1 bathroom,75 sqm,"1,846,000 EGP"
Twin House,Twin house for sale in Blumar North Coast,"Bluemar Wadi Degla, Sidi Abdel Rahman, North Coast",5 bedrooms,4 bathrooms,250 sqm,"5,100,000 EGP"
Apartment,Apartment under market price in Midtown for sale,"Midtown, South Investors Area, New Cairo City, Cairo",3 bedrooms,3 bathrooms,185 sqm,"2,600,000 EGP"
Apartment,Al Burouj Penthouse 180m + 75m roof |best price,"Al Burouj Compound, El Shorouk Compounds, Shorouk City, Cairo",3 bedrooms,3 bathrooms,180 sqm,"2,600,000 EGP"
Villa,Good Deal PalmHills October Standalone Villa 10%dp,"The Crown, Cairo Alexandria Desert Road, 6 October City, Giza",5 bedrooms,4 bathrooms,416 sqm,"12,860,000 EGP"
Villa,Amazing Stand Alone In Prime Location in Hyde Park,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",5 bedrooms,5 bathrooms,327 sqm,"7,700,000 EGP"
Apartment,,"Arabia Area, Hurghada, Red Sea",Studio,1 bathroom,49 sqm,"980,000 EGP"
Apartment,Apartment for Sale Eastown - New Cairo,"Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3 bedrooms,3 bathrooms,225 sqm,"4,800,000 EGP"
Villa,stand alone at Gardenia Springs for sale,"Gardenia Springs, Ext North Inves Area, New Cairo City, Cairo",4 bedrooms,2 bathrooms,840 sqm,"9,500,000 EGP"
Villa,Villa + Cabin for sale First row sea Hacienda Bay,"Hacienda Bay, Sidi Abdel Rahman, North Coast",8 bedrooms,8 bathrooms,"1,500 sqm","35,000,000 EGP"
Twin House,Almaza bay BAYHOMES twinhouse installments Type B,"Almaza Bay, Qesm Marsa Matrouh, North Coast",6 bathrooms,360 sqm,,"12,000,000 EGP"
Duplex,Downpayment 10% Duplex in North Coast,"Cali Coast, Ras Al Hekma, North Coast",2 bedrooms,2 bathrooms,127 sqm,"239,000 EGP"
Chalet,Chalet 85m Finished over 7 years In Telal Al Sahel,"Telal Alamein, Sidi Abdel Rahman, North Coast",2 bedrooms,1 bathroom,85 sqm,"2,800,000 EGP"
Chalet,Sea view Chalet with only over 200k|North Edge,"North Edge Towers, New Alamein City, North Coast",2 bedrooms,2 bathrooms,115 sqm,"3,313,455 EGP"
Chalet,Chalet for sale in Silver Sands - 2 rooms - 2 bath,"Silver Sands, Qesm Marsa Matrouh, North Coast",2 bedrooms,2 bathrooms,95 sqm,"5,000,000 EGP"
Villa,Standalone Villa in Marassi Vectoria for sale,"Marassi, Sidi Abdel Rahman, North Coast",5 bedrooms,5 bathrooms,420 sqm,"24,000,000 EGP"
Villa,Townhouse For Sale 256m With Good lowest price,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",5 bedrooms,5 bathrooms,256 sqm,"5,700,000 EGP"
Chalet,chalet at Azha with Lagoon view For sale .,"Azha, Al Ain Al Sokhna, Suez",2 bedrooms,2 bathrooms,100 sqm,"1,650,000 EGP"
Apartment,VGK palmhills 163M prim location Fully finishing,"Village Gardens Katameya, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2 bedrooms,2 bathrooms,163 sqm,"2,650,000 EGP"
Twin House,fully finished ready to move twin house in ATRIO,"Atrio, Sheikh Zayed Compounds, Sheikh Zayed City, Giza",5 bedrooms,5 bathrooms,343 sqm,"2,067,598 EGP"
Townhouse,Townhouse middle for sale at fifth square,"Fifth Square, North Investors Area, New Cairo City, Cairo",3 bedrooms,3 bathrooms,250 sqm,"8,662,000 EGP"
Twin House,"Twin house for sale , prime location at Swan lake","Swan Lake, Qesm Ad Dabaah, North Coast",4 bedrooms,4 bathrooms,265 sqm,"7,700,000 EGP"
Apartment,apartments sale in Badya Palm Hills 6th of October,"Badya Palm Hills, Sheikh Zayed Compounds, Sheikh Zayed City, Giza",2 bedrooms,3 bathrooms,115 sqm,"2,700,000 EGP"
Villa,Villa ready to move and facing north at Marassi,"Marassi, Sidi Abdel Rahman, North Coast",5 bedrooms,5 bathrooms,500 sqm,"22,550,000 EGP"
Apartment,Apartment | Mivida| Boulevard | Prime Location,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2 bedrooms,2 bathrooms,133 sqm,"2,443,535 EGP"
Apartment,,"Arabia Area, Hurghada, Red Sea",1 bedroom,1 bathroom,63 sqm,"1,160,000 EGP"
Apartment,"Apartnment 150m , with DP 380 insta over 9 years","De Joya, New Capital Compounds, New Capital City, Cairo",3 bedrooms,3 bathrooms,150 sqm,"1,550,000 EGP"
Penthouse,Penthouse for sale in ElMaraesm Finished Delivered,"Fifth Square, North Investors Area, New Cairo City, Cairo",4 bedrooms,4 bathrooms,245 sqm,"5,550,000 EGP"
Villa,Villa ready to move and facing north at Marassi,"Marassi, Sidi Abdel Rahman, North Coast",5 bedrooms,5 bathrooms,500 sqm,"22,550,000 EGP"
Apartment,Apartment | Mivida| Boulevard | Prime Location,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2 bedrooms,2 bathrooms,133 sqm,"2,443,535 EGP"
Apartment,,"Arabia Area, Hurghada, Red Sea",1 bedroom,1 bathroom,63 sqm,"1,160,000 EGP"
Apartment,"Apartnment 150m , with DP 380 insta over 9 years","De Joya, New Capital Compounds, New Capital City, Cairo",3 bedrooms,3 bathrooms,150 sqm,"1,550,000 EGP"
