Type,Title,Location,Bedrooms,Bathrooms,Space,Price
Duplex,Duplex Ultra Super Lux for sale prime location ..,"Palm Resort, The 1st Settlement, New Cairo City, Cairo",3 bedrooms,3 bathrooms,260 sqm,"4,000,000 EGP"
Hotel Apartment,For sale hotel apartment in new capital,"D-Square, Downtown Area, New Capital City, Cairo",1 bedroom,1 bathroom,63 sqm,"1,965,600 EGP"
Apartment,For sale an apartment in near the Police Academy,"Mostafa Kamel Axis, The 1st Settlement, New Cairo City, Cairo",3 bedrooms,2 bathrooms,240 sqm,"2,250,000 EGP"
Penthouse,Penthouse 185 ㎡ For Sale in Mountain View Icity .,"Mountain View iCity, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3 bedrooms,3 bathrooms,185 sqm,"5,802,614 EGP"
Hotel Apartment,5-star Hotel Apartment For Sale in Bianchi Ilios,"Bianchi, Sidi Abdel Rahman, North Coast",Studio,1 bathroom,55 sqm,"2,000,000 EGP"
Apartment,Apartment 156 m in Eastown |Lowest Price in Market,"Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3 bedrooms,3 bathrooms,156 sqm,"3,500,000 EGP"
Penthouse,fully finished penthouse with private pool,"Atika, New Capital Compounds, New Capital City, Cairo",3 bedrooms,4 bathrooms,211 sqm,"5,128,000 EGP"
Townhouse,Town middle layan for sale - New Cairo,"Layan Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3 bedrooms,3 bathrooms,260 sqm,"5,150,000 EGP"
Chalet,Chalet|Marassi|Fully Furnished|Ready to move,"Marassi, Sidi Abdel Rahman, North Coast",3 bedrooms,3 bathrooms,140 sqm,"6,800,000 EGP"
Villa,"Immediate receipt , villa in Sheikh Zayed","Etapa, Sheikh Zayed Compounds, Sheikh Zayed City, Giza",5 bedrooms,4 bathrooms,313 sqm,"390,000 EGP"
Penthouse,penthouse for sale with special price in sherouk,"Granda Life, El Shorouk Compounds, Shorouk City, Cairo",4 bedrooms,2 bathrooms,193 sqm,"2,875,000 EGP"
Duplex,Duplex fully finished 580 m close to sea,"Hacienda Bay, Sidi Abdel Rahman, North Coast",3 bedrooms,3 bathrooms,580 sqm,Ask for price
Duplex,Under market price I Villa Garden Corner for sale.,"Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4 bedrooms,4 bathrooms,287 sqm,"3,550,000 EGP"
Apartment,Apartment for sale | Zed West| 0% dp| Sheikh zayed,"Zed Towers, Sheikh Zayed Compounds, Sheikh Zayed City, Giza",2 bedrooms,2 bathrooms,96 sqm,"1,440,000 EGP"
Villa,garden villa 213 m 3 bedrooms installments 9 years,"IL Bosco City, Mostakbal City Compounds, Mostakbal City - Future City, Cairo",3 bedrooms,3 bathrooms,213 sqm,"3,300,000 EGP"
Chalet,Own your chalet now and installments over 7 years,"Soma Breeze, Soma Bay, Safaga, Hurghada, Red Sea",1 bedroom,1 bathroom,83 sqm,"435,000 EGP"
Villa,Villa for sale in Mountain View view lagon,"Mountain View iCity, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4 bedrooms,3 bathrooms,225 sqm,"500,000 EGP"
Apartment,apartment for sale in mountain view i city,"Mountain View iCity, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2 bedrooms,2 bathrooms,115 sqm,"250,000 EGP"
Apartment,last apartment -phase1-10%down payment - MV icity,"Mountain View iCity October, 6 October Compounds, 6 October City, Giza",4 bedrooms,4 bathrooms,203 sqm,"330,000 EGP"
Villa,Fully Furnished Villa + home appliances,"Jaz Little Venice Golf, Al Ain Al Sokhna, Suez",3 bedrooms,3 bathrooms,200 sqm,"5,381,250 EGP"
Chalet,Chalet for sale at golf porto marina (2 bedrooms),"Golf Porto Marina, Al Alamein, North Coast",2 bedrooms,1 bathroom,68 sqm,"1,100,000 EGP"
Chalet,Chalet 70 M Greek village in Mountain View,"Mountain View, Ras Al Hekma, North Coast",2 bedrooms,1 bathroom,70 sqm,"292,000 EGP"
Apartment,Chalet Apartment 9th Floor Lake and Sea View,"The Gate Towers, New Alamein City, North Coast",2 bedrooms,2 bathrooms,114 sqm,"5,775,000 EGP"
Villa,Villa|For Sale | Uptown Cairo | Emaar,"Celesta Hills, Uptown Cairo, Mokattam, Cairo",4 bedrooms,4 bathrooms,305 sqm,"15,000,000 EGP"
Twin House,Twin house fully finished 4bed in New Capital city,"IL Bosco, New Capital Compounds, New Capital City, Cairo",4 bedrooms,4 bathrooms,357 sqm,"290,364 EGP"
Apartment,HOT DEAL 3 Beds Apartment in Hyde Park Delivery nw,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3 bedrooms,2 bathrooms,185 sqm,"3,200,000 EGP"
Townhouse,Townhouse for sale 22m - palm hills- full finished,"Palm Hills WoodVille, Al Wahat Road, 6 October City, Giza",3 bedrooms,3 bathrooms,257 sqm,"7,250,000 EGP"
Townhouse,Townhouse for sale in Eastshire Fifth Settlement,"Eastshire compound, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3 bedrooms,3 bathrooms,166 sqm,"4,700,000 EGP"
Townhouse,Townhouse ready to move 266 m in Golden Square,"Layan Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3 bedrooms,3 bathrooms,266 sqm,"6,540,000 EGP"
Apartment,For sale apartment special location in TheSquare,"The Square, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3 bedrooms,3 bathrooms,185 sqm,"2,000,000 EGP"
Villa,Villa for sale in Villette sodic view club house,"Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",5 bedrooms,5 bathrooms,664 sqm,"15,500,000 EGP"
Chalet,Very prime location chalet For Sale in azha sokhna,"Azha, Al Ain Al Sokhna, Suez",2 bedrooms,2 bathrooms,100 sqm,"1,797,576 EGP"
Apartment,"apartment of 170 m ,Full finished inst of 8 years","Fifth Square, North Investors Area, New Cairo City, Cairo",3 bedrooms,3 bathrooms,170 sqm,"4,000,000 EGP"
Villa,stand alone villa for sale in Fouka Bay,"Fouka Bay, Qesm Marsa Matrouh, North Coast",4 bedrooms,4 bathrooms,252 sqm,"2,327,000 EGP"
Chalet,Chalet Direct lagoon view- Azha - Ain Sukhna .,"Azha, Al Ain Al Sokhna, Suez",2 bedrooms,2 bathrooms,99 sqm,"2,150,000 EGP"
Penthouse,Eastown Sodic Penthouse Luxurious Finishing 300M .,"Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3 bedrooms,2 bathrooms,300 sqm,"8,949,000 EGP"
Apartment,Apartment 165m-patio casa el sherouk ready to move,"Patio Casa, El Patio, El Shorouk Compounds, Shorouk City, Cairo",3 bedrooms,3 bathrooms,165 sqm,"2,600,000 EGP"
Apartment,Apartment 169m2 For sale At Sarai Compound .,"Sarai, Mostakbal City Compounds, Mostakbal City - Future City, Cairo",3 bedrooms,3 bathrooms,169 sqm,"346,200 EGP"
Chalet,Ground Chalet Fouka Bay for Sale prime location,"Fouka Bay, Qesm Marsa Matrouh, North Coast",3 bedrooms,3 bathrooms,180 sqm,"4,120,000 EGP"
Apartment,Apartment 190m in Beit Al Watan DP 20%,"Bait Alwatan, The 5th Settlement, New Cairo City, Cairo",3 bedrooms,3 bathrooms,190 sqm,"1,235,001 EGP"
Duplex,Duplexes for sale in Hyde Park Garden Residences,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3 bedrooms,3 bathrooms,216 sqm,"420,000 EGP"
Apartment,apartment 145m2 For sale at Hyde Park New Cairo .,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2 bedrooms,3 bathrooms,145 sqm,"2,300,000 EGP"
Penthouse,Penthouse For Sale Regents park Delivered Finished,"Regents Park, Al Andalus District, New Cairo City, Cairo",4 bedrooms,3 bathrooms,276 sqm,"7,300,000 EGP"
Twin House,view lagoon / dowmpayment 10% //prime location //,"Mountain View, Ras Al Hekma, North Coast",3 bedrooms,2 bathrooms,155 sqm,Ask for price
Villa,Standalone | Finished | Private Pool | Allegria,"Allegria, Sheikh Zayed Compounds, Sheikh Zayed City, Giza",3 bedrooms,5 bathrooms,900 sqm,"23,000,000 EGP"
Apartment,"Hot deal , deliver with instalments over 2 years","Palm Hills New Cairo, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4 bedrooms,3 bathrooms,220 sqm,"3,200,000 EGP"
Twin House,Twin House For Sale In Telal Al-Sokhna Sea View,"Telal Al Sokhna, Al Ain Al Sokhna, Suez",3 bedrooms,3 bathrooms,140 sqm,"220,000 EGP"
iVilla,I villa A Roof middle with prime location for sale,"Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",5 bedrooms,3 bathrooms,300 sqm,"1,450,000 EGP"
Apartment,Ready To Move Apartment 145M In Taj City New Cairo,"Taj City, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3 bedrooms,2 bathrooms,145 sqm,"500,000 EGP"
Apartment,"apartment of 150 ma ground , garden of 145 m","Bait Alwatan, The 5th Settlement, New Cairo City, Cairo",3 bedrooms,3 bathrooms,150 sqm,"1,125,000 EGP"
Villa,"with 10% DP , own your villa in telal north coast","Telal Alamein, Sidi Abdel Rahman, North Coast",3 bedrooms,2 bathrooms,160 sqm,"5,453,999 EGP"
Apartment,Apartment 137m for sale in AlBurouj,"Al Burouj Compound, El Shorouk Compounds, Shorouk City, Cairo",2 bedrooms,2 bathrooms,137 sqm,"2,161,533 EGP"
Penthouse,"3 room|77m roof|350,000down payment|ready to move","Stone Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3 bedrooms,3 bathrooms,175 sqm,"350,000 EGP"
Chalet,Chalet for Sale at Cali Coast Compound,"Cali Coast, Ras Al Hekma, North Coast",2 bedrooms,1 bathroom,75 sqm,"1,846,000 EGP"
Apartment,apartment with HOT DEAL 183m palm hills new cairo,"Palm Hills New Cairo, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3 bedrooms,3 bathrooms,183 sqm,"2,200,000 EGP"
Chalet,,"Lasirena Mini Egypt, Al Ain Al Sokhna, Suez",3 bedrooms,2 bathrooms,110 sqm,"1,335,000 EGP"
Apartment,"Old price, Delivary 2023.last installments2025","Zed Towers, Sheikh Zayed Compounds, Sheikh Zayed City, Giza",2 bedrooms,2 bathrooms,100 sqm,"1,889,300 EGP"
Chalet,chaleh First row fully finished very special price,"The Groove, Al Ain Al Sokhna, Suez",2 bedrooms,2 bathrooms,120 sqm,"3,900,000 EGP"
Apartment,Marakez Aeon For Sale Apartment prime location,"Aeon, 6 October Compounds, 6 October City, Giza",3 bedrooms,5 bathrooms,270 sqm,"6,400,000 EGP"
Apartment,2nd Floor | Fully Finished | Lowest Price |Parking,"Tag Sultan, Ring Road, Cairo",3 bedrooms,2 bathrooms,172 sqm,"3,150,000 EGP"
Villa,Ready to deliver villa with 0%DP in Badya,"Badya Palm Hills, Sheikh Zayed Compounds, Sheikh Zayed City, Giza",4 bedrooms,3 bathrooms,220 sqm,"5,000,000 EGP"
Twin House,Own Twin house in palm hills new cairo with inst,"Palm Hills New Cairo, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4 bathrooms,266 sqm,,"2,160,000 EGP"
Apartment,Studio for sale at Kayan Zayed,"Kayan, Sheikh Zayed Compounds, Sheikh Zayed City, Giza",Studio,1 bathroom,60 sqm,"1,400,000 EGP"
Villa,فيلا في مارينا الساحل الشمالى فيو بحر بسعر مميزجدا,"Marina 1, Marina, Al Alamein, North Coast",6 bedrooms,7 bathrooms,500 sqm,"10,000,000 EGP"
Twin House,Twinhouse With A Special Location In The Square,"The Square, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4 bedrooms,4 bathrooms,430 sqm,"6,250,000 EGP"
Chalet,Hot Deal Fully Furnished Chalet - Marassi Marina,"Marassi, Sidi Abdel Rahman, North Coast",3 bedrooms,3 bathrooms,173 sqm,"10,650,000 EGP"
Townhouse,Hot Deal townhouse 243M in Hyde Park wz best price,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3 bedrooms,3 bathrooms,243 sqm,"5,775,000 EGP"
Chalet,Chalet for sale 110m ground - mountain view D.P10%,"Mountain View, Ras Al Hekma, North Coast",3 bedrooms,2 bathrooms,110 sqm,"3,200,000 EGP"
Villa,ready to move // first row // prime location //,"Almaza Bay, Qesm Marsa Matrouh, North Coast",4 bedrooms,4 bathrooms,345 sqm,"55,000,000 EGP"
Apartment,Apartment attractive price club house view at CFC,"Cairo Festival City, North Investors Area, New Cairo City, Cairo",3 bedrooms,2 bathrooms,215 sqm,"7,200,000 EGP"
Apartment,Apartment for sale in October first number on road,"Bait Al Watan Al Takmely, Northern Expansions, 6 October City, Giza",3 bedrooms,2 bathrooms,170 sqm,"1,240,000 EGP"
Villa,Villa 6 rooms - furnished - Pool - first line golf,"Hacienda Bay, Sidi Abdel Rahman, North Coast",6 bedrooms,8 bathrooms,355 sqm,"15,375,000 EGP"
Villa,Kings Range 3rd Row Golf Twin Villa Semi finished,"New Giza, Cairo Alexandria Desert Road, 6 October City, Giza",4 bedrooms,4 bathrooms,305 sqm,"8,000,000 EGP"
Chalet,Chalet ground floor for sale in Telal el sokhna,"Telal Al Sokhna, Al Ain Al Sokhna, Suez",3 bedrooms,3 bathrooms,125 sqm,"3,690,000 EGP"
Chalet,Chalet 3Br Facing North Direct to Marina 2 Marassi,"Marassi, Sidi Abdel Rahman, North Coast",3 bedrooms,3 bathrooms,170 sqm,"15,000,000 EGP"
Villa,LV at villette sodic 440M Bahary prime location.,"Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4 bedrooms,4 bathrooms,440 sqm,"15,500,000 EGP"
Apartment,Under Market Price Apartment for sale at Sarai,"Sarai, Mostakbal City Compounds, Mostakbal City - Future City, Cairo",2 bedrooms,3 bathrooms,122 sqm,"1,065,000 EGP"
Townhouse,Townhouse For Sale in Hyde Park Modern Design,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3 bedrooms,5 bathrooms,247 sqm,"2,600,000 EGP"
Villa,Mivida Big Standalone | Fully Finished | Big Land.,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4 bedrooms,4 bathrooms,496 sqm,"29,000,000 EGP"
Villa,Cheapest villa for sale at Seashell prime location,"Seashell, Al Alamein, North Coast",5 bedrooms,6 bathrooms,450 sqm,"10,750,000 EGP"
Chalet,Lowest Price | Chalet 3 BR in Blanca Marassi |139m,"Marassi, Sidi Abdel Rahman, North Coast",3 bedrooms,3 bathrooms,139 sqm,"7,200,000 EGP"
Chalet,Ready to move Chalet with garden Double view,"Sea View, Qesm Ad Dabaah, North Coast",3 bedrooms,2 bathrooms,120 sqm,"3,360,000 EGP"
Villa,Standalone Open Park View Fully Finished Allegria,"Allegria, Sheikh Zayed Compounds, Sheikh Zayed City, Giza",5 bedrooms,7 bathrooms,360 sqm,"18,000,000 EGP"
Villa,Marassi Verdi Direct on lagoon,"Marassi, Sidi Abdel Rahman, North Coast",5 bedrooms,5 bathrooms,430 sqm,"25,000,000 EGP"
Villa,Villa for sale 650m installments over 10 years,"Al Burouj Compound, El Shorouk Compounds, Shorouk City, Cairo",6 bedrooms,5 bathrooms,650 sqm,"550,000 EGP"
Apartment,Apartment For sale in VGK - New Cairo,"Village Gardens Katameya, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2 bedrooms,2 bathrooms,174 sqm,"2,950,000 EGP"
Hotel Apartment,Hotel apartments 182 meters price 5250 meters,"Plot 36, Group 11, 1st District, New Heliopolis, Cairo",3 bedrooms,3 bathrooms,182 sqm,"955,500 EGP"
Villa,Palm hills extension | Fully finished | Villa,"Palm Hills Katameya Extension, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4 bedrooms,4 bathrooms,400 sqm,"11,000,000 EGP"
Apartment,Apartment for Sale at ZED Compound at Zayed City,"Zed Towers, Sheikh Zayed Compounds, Sheikh Zayed City, Giza",2 bedrooms,2 bathrooms,97 sqm,"2,992,000 EGP"
Apartment,3 bedrooms | Private pool | Fully finished,"Mansions, Al Gouna, Hurghada, Red Sea",3 bedrooms,3 bathrooms,160 sqm,"6,000,000 EGP"
Apartment,Apartment in El Patio7 for sale - Prime Location,"El Patio 7, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3 bedrooms,3 bathrooms,220 sqm,"6,000,000 EGP"
Apartment,Apartment in stone residence for sale with garden,"Stone Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3 bedrooms,3 bathrooms,200 sqm,"3,600,000 EGP"
Villa,Villa|Marassi|Emaar|Ready to move|Sea View,"Marassi, Sidi Abdel Rahman, North Coast",5 bedrooms,5 bathrooms,480 sqm,"76,875,000 EGP"
Chalet,3 Beds chalet in Hacienda West 8 Years Inst,"Hacienda West, Sidi Abdel Rahman, North Coast",3 bedrooms,2 bathrooms,126 sqm,"5,100,000 EGP"
Apartment,Fully Finished Apartment At Beverly Phase 2,"Beverly Hills, Sheikh Zayed Compounds, Sheikh Zayed City, Giza",2 bedrooms,1 bathroom,85 sqm,"1,800,000 EGP"
Apartment,Apt finished DP 90.000 immedite delvery Al Maqsad,"Al Maqsad, New Capital Compounds, New Capital City, Cairo",2 bedrooms,2 bathrooms,110 sqm,"1,800,000 EGP"
Villa,Villa for sale at porto october with installments,"Porto October, Green Belt, 6 October City, Giza",5 bedrooms,5 bathrooms,370 sqm,"9,000,000 EGP"
Villa,Standalone Villa 5% dp over 8 yrs New Zayed Emaar,"Belle Vie, New Zayed City, Sheikh Zayed City, Giza",4 bedrooms,4 bathrooms,280 sqm,"880,000 EGP"
Chalet,سينيور روف ف هاسيندا باي فيو جولف و بحر و بحيره,"Hacienda, North Coast",4 bedrooms,4 bathrooms,240 sqm,"5,500,000 EGP"
Chalet,Chalet|Marassi|Overlooking marina|Ready to move,"Marassi, Sidi Abdel Rahman, North Coast",1 bedroom,1 bathroom,77 sqm,"5,500,000 EGP"
Apartment,inst 9 years Apartment 170 m in Mountain View,"Mountain View iCity, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3 bedrooms,3 bathrooms,170 sqm,"480,000 EGP"
Apartment,شقة متشطبة بالكامل بحديقة -3 غرف209م ميفيدا كريسنت,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3 bedrooms,3 bathrooms,209 sqm,"6,600,000 EGP"
Apartment,Own your apartment in Mountain View,"Mountain View iCity, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3 bedrooms,3 bathrooms,145 sqm,"404,133 EGP"
Townhouse,townhouse corner 300m ready to move view greenery,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3 bedrooms,3 bathrooms,300 sqm,"5,000,000 EGP"
Apartment,Apartmen 240m on the garden 7000m corner,"Bait Alwatan, The 5th Settlement, New Cairo City, Cairo",3 bedrooms,3 bathrooms,240 sqm,"1,920,000 EGP"
Apartment,Apartment receive 2 years only in Taj City,"Taj City, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2 bedrooms,2 bathrooms,114 sqm,"113,000 EGP"
Townhouse,"Townhouse 330m RTM in Katameya Gardens, New Cairo","Katameya Gardens, El Katameya Compounds, El Katameya, New Cairo City, Cairo",4 bedrooms,5 bathrooms,329 sqm,"6,450,000 EGP"
Townhouse,Quatro Fully Finished in Taj Sultan for Sale,"Taj City, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3 bedrooms,3 bathrooms,220 sqm,"5,850,000 EGP"
Penthouse,under market price penthouse 300m for sale@eastown,"Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3 bedrooms,3 bathrooms,300 sqm,Ask for price
Apartment,Ready to move lowest down payment rest over 8 year,"Palm Hills New Cairo, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3 bedrooms,2 bathrooms,180 sqm,"4,000,000 EGP"
Villa,Villa installments up to 10 years in Badyã,"Badya Palm Hills, Sheikh Zayed Compounds, Sheikh Zayed City, Giza",4 bedrooms,4 bathrooms,500 sqm,"9,590,000 EGP"
Chalet,Fully finished Chalet 3 Beds in Palm Hills Alamein,"Palm Hills, New Alamein City, North Coast",3 bedrooms,3 bathrooms,145 sqm,"5,900,000 EGP"
Townhouse,Townhouse Prime Location 10% Down Payment 7 year,"Mountain View, Ras Al Hekma, North Coast",3 bedrooms,3 bathrooms,145 sqm,"4,350,000 EGP"
Chalet,Ready to move Chalet For Sale in azha Ain sokhna,"Azha, Al Ain Al Sokhna, Suez",3 bedrooms,3 bathrooms,155 sqm,"3,400,000 EGP"
Twin House,Twin House Sodic Villette semi finished.,"Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4 bathrooms,313 sqm,,"13,000,000 EGP"
Villa,Sea view Twin house with 5% DP| Limited Time Offer,"June, Ras Al Hekma, North Coast",4 bedrooms,4 bathrooms,235 sqm,"650,000 EGP"
Apartment,Under Market Price apartment for sale at Sarai,"Sarai, Mostakbal City Compounds, Mostakbal City - Future City, Cairo",3 bedrooms,3 bathrooms,173 sqm,"1,460,000 EGP"
Twin House,Twinhouse Corner RW-09 Prime Location at Westridge,"New Giza, Cairo Alexandria Desert Road, 6 October City, Giza",3 bathrooms,340 sqm,,"7,350,000 EGP"
Villa,Almaza Bay Residence 5th Row Sea View | Villa,"Almaza Bay, Qesm Marsa Matrouh, North Coast",5 bedrooms,4 bathrooms,540 sqm,"22,000,000 EGP"
Villa,villa for sale in Marassi north coast,"Marassi, Sidi Abdel Rahman, North Coast",5 bedrooms,5 bathrooms,630 sqm,"24,500,000 EGP"
Chalet,Chalet for Sale 2 bedrooms in Marassi North Cost,"Marassi, Sidi Abdel Rahman, North Coast",2 bedrooms,2 bathrooms,130 sqm,"1,229,344 EGP"
Villa,for sale villa356m in **Mivida - Emaar**,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4 bedrooms,3 bathrooms,356 sqm,"16,000,000 EGP"
Apartment,شقة للبيع فى مدينتى 200م² تشطيب خاص بأقل سعر .,"Madinaty, Cairo",3 bedrooms,3 bathrooms,200 sqm,"3,400,000 EGP"
Twin House,prime location // with roof //ready to move,"Palm Hills New Cairo, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4 bedrooms,4 bathrooms,284 sqm,"7,500,000 EGP"
Chalet,"Chalet for sale Almaza Bay Home special price,view","Almaza Bay, Qesm Marsa Matrouh, North Coast",4 bedrooms,5 bathrooms,249 sqm,"9,500,000 EGP"
Apartment,"500,000 DOWN PAYMENT|install 7 years|ready to move","Taj City, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3 bedrooms,3 bathrooms,145 sqm,"500,000 EGP"
Villa,Twin-house Fully Finished + ACs + Pool | Bahary,"Les Rois, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",6 bedrooms,5 bathrooms,366 sqm,"10,500,000 EGP"
Duplex,Chalet Duplex with Garden in Telal,"Telal Alamein, Sidi Abdel Rahman, North Coast",3 bedrooms,3 bathrooms,139 sqm,"6,500,000 EGP"
Twin House,LOWEST PRICE |Twinhouse Biggest type 355m| Mivida,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4 bedrooms,4 bathrooms,355 sqm,"12,000,000 EGP"
Apartment,Water Way | Apartment For Sale | Fully Finished,"The Water Way, North Investors Area, New Cairo City, Cairo",2 bedrooms,3 bathrooms,175 sqm,"6,000,000 EGP"
Apartment,Lowest Price Delivered Now Apartment Installment9Y,"Mountain View iCity, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3 bedrooms,2 bathrooms,170 sqm,"3,000,000 EGP"
